"price","time"
€162.10,2026-03-22 19:45:00
€191.80,2026-03-22 20:00:00
€187.50,2026-03-22 20:15:00
€181.13,2026-03-22 20:30:00
€164.89,2026-03-22 20:45:00
€186.37,2026-03-22 21:00:00
€177.25,2026-03-22 21:15:00
€170.70,2026-03-22 21:30:00
€167.91,2026-03-22 21:45:00
€178.46,2026-03-22 22:00:00
€166.15,2026-03-22 22:15:00
€154.22,2026-03-22 22:30:00
€153.87,2026-03-22 22:45:00
€178.09,2026-03-22 23:00:00
€168.14,2026-03-22 23:15:00
€150.73,2026-03-22 23:30:00
€151.99,2026-03-22 23:45:00
€138.49,2026-03-23 00:00:00
€144.48,2026-03-23 00:15:00
€144.81,2026-03-23 00:30:00
€144.43,2026-03-23 00:45:00
€145.73,2026-03-23 01:00:00
€142.85,2026-03-23 01:15:00
€129.90,2026-03-23 01:30:00
€126.83,2026-03-23 01:45:00
€135.34,2026-03-23 02:00:00
€133.13,2026-03-23 02:15:00
€130.01,2026-03-23 02:30:00
€133.83,2026-03-23 02:45:00
€137.75,2026-03-23 03:00:00
€137.11,2026-03-23 03:15:00
€136.38,2026-03-23 03:30:00
€141.39,2026-03-23 03:45:00
€142.64,2026-03-23 04:00:00
€147.02,2026-03-23 04:15:00
€148.65,2026-03-23 04:30:00
€151.77,2026-03-23 04:45:00
€146.43,2026-03-23 05:00:00
€155.82,2026-03-23 05:15:00
€170.49,2026-03-23 05:30:00
€176.83,2026-03-23 05:45:00
€167.84,2026-03-23 06:00:00
€186.56,2026-03-23 06:15:00
€196.08,2026-03-23 06:30:00
€192.80,2026-03-23 06:45:00
€233.64,2026-03-23 07:00:00
€190.09,2026-03-23 07:15:00
€181.57,2026-03-23 07:30:00
€142.44,2026-03-23 07:45:00
€199.99,2026-03-23 08:00:00
€180.59,2026-03-23 08:15:00
€141.13,2026-03-23 08:30:00
€103.35,2026-03-23 08:45:00
€159.62,2026-03-23 09:00:00
€113.77,2026-03-23 09:15:00
€124.34,2026-03-23 09:30:00
€104.02,2026-03-23 09:45:00
€134.75,2026-03-23 10:00:00
€105.40,2026-03-23 10:15:00
€106.69,2026-03-23 10:30:00
€62.83,2026-03-23 10:45:00
€109.18,2026-03-23 11:00:00
€85.38,2026-03-23 11:15:00
€68.82,2026-03-23 11:30:00
€79.13,2026-03-23 11:45:00
€84.37,2026-03-23 12:00:00
€97.91,2026-03-23 12:15:00
€109.84,2026-03-23 12:30:00
€113.46,2026-03-23 12:45:00
€104.87,2026-03-23 13:00:00
€118.57,2026-03-23 13:15:00
€117.89,2026-03-23 13:30:00
€129.67,2026-03-23 13:45:00
€97.55,2026-03-23 14:00:00
€133.07,2026-03-23 14:15:00
€131.61,2026-03-23 14:30:00
€141.99,2026-03-23 14:45:00
€116.68,2026-03-23 15:00:00
€135.05,2026-03-23 15:15:00
€142.64,2026-03-23 15:30:00
€151.45,2026-03-23 15:45:00
€113.41,2026-03-23 16:00:00
€140.86,2026-03-23 16:15:00
€159.81,2026-03-23 16:30:00
€195.02,2026-03-23 16:45:00
€138.45,2026-03-23 17:00:00
€175.77,2026-03-23 17:15:00
€204.68,2026-03-23 17:30:00
€279.42,2026-03-23 17:45:00
€199.34,2026-03-23 18:00:00
€250.22,2026-03-23 18:15:00
€275.98,2026-03-23 18:30:00
€305.86,2026-03-23 18:45:00
€271.94,2026-03-23 19:00:00
€256.18,2026-03-23 19:15:00
€241.73,2026-03-23 19:30:00
€217.40,2026-03-23 19:45:00
€261.75,2026-03-23 20:00:00
€245.23,2026-03-23 20:15:00
€191.62,2026-03-23 20:30:00
€178.18,2026-03-23 20:45:00
€236.07,2026-03-23 21:00:00
€200.79,2026-03-23 21:15:00
€164.75,2026-03-23 21:30:00
€152.08,2026-03-23 21:45:00
€173.08,2026-03-23 22:00:00
€158.42,2026-03-23 22:15:00
€151.99,2026-03-23 22:30:00
€147.73,2026-03-23 22:45:00
€152.95,2026-03-23 23:00:00
€147.87,2026-03-23 23:15:00
€139.45,2026-03-23 23:30:00
€129.55,2026-03-23 23:45:00
€149.61,2026-03-24 00:00:00
€150.21,2026-03-24 00:15:00
€142.63,2026-03-24 00:30:00
€139.03,2026-03-24 00:45:00
€154.17,2026-03-24 01:00:00
€142.57,2026-03-24 01:15:00
€120.43,2026-03-24 01:30:00
€116.13,2026-03-24 01:45:00
€129.69,2026-03-24 02:00:00
€118.52,2026-03-24 02:15:00
€110.36,2026-03-24 02:30:00
€106.87,2026-03-24 02:45:00
€114.36,2026-03-24 03:00:00
€105.84,2026-03-24 03:15:00
€102.93,2026-03-24 03:30:00
€102.11,2026-03-24 03:45:00
€104.23,2026-03-24 04:00:00
€102.82,2026-03-24 04:15:00
€105.40,2026-03-24 04:30:00
€108.35,2026-03-24 04:45:00
€118.14,2026-03-24 05:00:00
€123.17,2026-03-24 05:15:00
€136.19,2026-03-24 05:30:00
€141.28,2026-03-24 05:45:00
€128.60,2026-03-24 06:00:00
€142.73,2026-03-24 06:15:00
€144.86,2026-03-24 06:30:00
€141.04,2026-03-24 06:45:00
€148.39,2026-03-24 07:00:00
€138.77,2026-03-24 07:15:00
€107.58,2026-03-24 07:30:00
€91.07,2026-03-24 07:45:00
€144.60,2026-03-24 08:00:00
€104.21,2026-03-24 08:15:00
€89.90,2026-03-24 08:30:00
€64.39,2026-03-24 08:45:00
€101.33,2026-03-24 09:00:00
€80.91,2026-03-24 09:15:00
€66.46,2026-03-24 09:30:00
€39.13,2026-03-24 09:45:00
€74.23,2026-03-24 10:00:00
€23.68,2026-03-24 10:15:00
€15.45,2026-03-24 10:30:00
€8.97,2026-03-24 10:45:00
€10.32,2026-03-24 11:00:00
€15.56,2026-03-24 11:15:00
€25.00,2026-03-24 11:30:00
€32.72,2026-03-24 11:45:00
€15.86,2026-03-24 12:00:00
€27.37,2026-03-24 12:15:00
€27.32,2026-03-24 12:30:00
€30.65,2026-03-24 12:45:00
€27.05,2026-03-24 13:00:00
€44.44,2026-03-24 13:15:00
€58.87,2026-03-24 13:30:00
€80.38,2026-03-24 13:45:00
€68.54,2026-03-24 14:00:00
€80.02,2026-03-24 14:15:00
€93.10,2026-03-24 14:30:00
€94.91,2026-03-24 14:45:00
€77.20,2026-03-24 15:00:00
€101.20,2026-03-24 15:15:00
€123.13,2026-03-24 15:30:00
€142.94,2026-03-24 15:45:00
€104.05,2026-03-24 16:00:00
€137.93,2026-03-24 16:15:00
€152.08,2026-03-24 16:30:00
€226.89,2026-03-24 16:45:00
€143.31,2026-03-24 17:00:00
€165.09,2026-03-24 17:15:00
€194.28,2026-03-24 17:30:00
€232.17,2026-03-24 17:45:00
€151.71,2026-03-24 18:00:00
€188.00,2026-03-24 18:15:00
€247.05,2026-03-24 18:30:00
€257.05,2026-03-24 18:45:00
€196.74,2026-03-24 19:00:00
€176.57,2026-03-24 19:15:00
€170.70,2026-03-24 19:30:00
€148.90,2026-03-24 19:45:00
€162.59,2026-03-24 20:00:00
€151.87,2026-03-24 20:15:00
€172.28,2026-03-24 20:30:00
€131.19,2026-03-24 20:45:00
€223.66,2026-03-24 21:00:00
€178.12,2026-03-24 21:15:00
€156.50,2026-03-24 21:30:00
€130.72,2026-03-24 21:45:00
€150.73,2026-03-24 22:00:00
€129.79,2026-03-24 22:15:00
€120.16,2026-03-24 22:30:00
€99.36,2026-03-24 22:45:00
€146.03,2026-03-24 23:00:00
€119.77,2026-03-24 23:15:00
€116.42,2026-03-24 23:30:00
€109.84,2026-03-24 23:45:00
€110.96,2026-03-25 00:00:00
€104.45,2026-03-25 00:15:00
€102.43,2026-03-25 00:30:00
€103.97,2026-03-25 00:45:00
€99.35,2026-03-25 01:00:00
€98.68,2026-03-25 01:15:00
€99.39,2026-03-25 01:30:00
€97.90,2026-03-25 01:45:00
€97.31,2026-03-25 02:00:00
€97.02,2026-03-25 02:15:00
€97.95,2026-03-25 02:30:00
€98.79,2026-03-25 02:45:00
€98.47,2026-03-25 03:00:00
€96.29,2026-03-25 03:15:00
€95.75,2026-03-25 03:30:00
€100.65,2026-03-25 03:45:00
€101.62,2026-03-25 04:00:00
€111.84,2026-03-25 04:15:00
€113.10,2026-03-25 04:30:00
€114.66,2026-03-25 04:45:00
€98.85,2026-03-25 05:00:00
€104.53,2026-03-25 05:15:00
€113.28,2026-03-25 05:30:00
€151.74,2026-03-25 05:45:00
€144.68,2026-03-25 06:00:00
€161.04,2026-03-25 06:15:00
€155.22,2026-03-25 06:30:00
€134.00,2026-03-25 06:45:00
€182.79,2026-03-25 07:00:00
€167.02,2026-03-25 07:15:00
€125.68,2026-03-25 07:30:00
€73.16,2026-03-25 07:45:00
€164.54,2026-03-25 08:00:00
€107.78,2026-03-25 08:15:00
€79.20,2026-03-25 08:30:00
€39.56,2026-03-25 08:45:00
€138.47,2026-03-25 09:00:00
€65.20,2026-03-25 09:15:00
€45.25,2026-03-25 09:30:00
€11.47,2026-03-25 09:45:00
€57.96,2026-03-25 10:00:00
€8.94,2026-03-25 10:15:00
€6.03,2026-03-25 10:30:00
€3.00,2026-03-25 10:45:00
€2.46,2026-03-25 11:00:00
€1.81,2026-03-25 11:15:00
€1.11,2026-03-25 11:30:00
€1.09,2026-03-25 11:45:00
€2.38,2026-03-25 12:00:00
€1.07,2026-03-25 12:15:00
€2.38,2026-03-25 12:30:00
€3.11,2026-03-25 12:45:00
€9.69,2026-03-25 13:00:00
€7.30,2026-03-25 13:15:00
€9.85,2026-03-25 13:30:00
€30.00,2026-03-25 13:45:00
€12.41,2026-03-25 14:00:00
€59.31,2026-03-25 14:15:00
€34.75,2026-03-25 14:30:00
€93.00,2026-03-25 14:45:00
€20.89,2026-03-25 15:00:00
€98.33,2026-03-25 15:15:00
€157.96,2026-03-25 15:30:00
€213.24,2026-03-25 15:45:00
€90.54,2026-03-25 16:00:00
€145.33,2026-03-25 16:15:00
€162.71,2026-03-25 16:30:00
€187.43,2026-03-25 16:45:00
€143.91,2026-03-25 17:00:00
€168.86,2026-03-25 17:15:00
€158.02,2026-03-25 17:30:00
€185.65,2026-03-25 17:45:00
€152.03,2026-03-25 18:00:00
€171.19,2026-03-25 18:15:00
€195.23,2026-03-25 18:30:00
€199.39,2026-03-25 18:45:00
€183.78,2026-03-25 19:00:00
€175.69,2026-03-25 19:15:00
€165.45,2026-03-25 19:30:00
€189.88,2026-03-25 19:45:00
€186.88,2026-03-25 20:00:00
€161.73,2026-03-25 20:15:00
€168.81,2026-03-25 20:30:00
€151.97,2026-03-25 20:45:00
€167.26,2026-03-25 21:00:00
€145.34,2026-03-25 21:15:00
€131.53,2026-03-25 21:30:00
€118.91,2026-03-25 21:45:00
€136.92,2026-03-25 22:00:00
€141.98,2026-03-25 22:15:00
€125.37,2026-03-25 22:30:00
€113.18,2026-03-25 22:45:00
€121.49,2026-03-25 23:00:00
€132.67,2026-03-25 23:15:00
€108.45,2026-03-25 23:30:00
€75.36,2026-03-25 23:45:00
€106.80,2026-03-26 00:00:00
€102.32,2026-03-26 00:15:00
€101.17,2026-03-26 00:30:00
€99.10,2026-03-26 00:45:00
€102.11,2026-03-26 01:00:00
€99.68,2026-03-26 01:15:00
€95.08,2026-03-26 01:30:00
€94.39,2026-03-26 01:45:00
€93.86,2026-03-26 02:00:00
€93.14,2026-03-26 02:15:00
€94.55,2026-03-26 02:30:00
€97.04,2026-03-26 02:45:00
€97.90,2026-03-26 03:00:00
€95.81,2026-03-26 03:15:00
€101.65,2026-03-26 03:30:00
€101.52,2026-03-26 03:45:00
€100.12,2026-03-26 04:00:00
€100.61,2026-03-26 04:15:00
€109.34,2026-03-26 04:30:00
€121.08,2026-03-26 04:45:00
€93.98,2026-03-26 05:00:00
€95.81,2026-03-26 05:15:00
€147.24,2026-03-26 05:30:00
€178.22,2026-03-26 05:45:00
€158.39,2026-03-26 06:00:00
€153.95,2026-03-26 06:15:00
€155.82,2026-03-26 06:30:00
€138.05,2026-03-26 06:45:00
€155.91,2026-03-26 07:00:00
€159.03,2026-03-26 07:15:00
€141.17,2026-03-26 07:30:00
€128.76,2026-03-26 07:45:00
€159.32,2026-03-26 08:00:00
€145.08,2026-03-26 08:15:00
€123.45,2026-03-26 08:30:00
€100.41,2026-03-26 08:45:00
€100.68,2026-03-26 09:00:00
€82.00,2026-03-26 09:15:00
€75.96,2026-03-26 09:30:00
€70.84,2026-03-26 09:45:00
€86.14,2026-03-26 10:00:00
€80.00,2026-03-26 10:15:00
€78.42,2026-03-26 10:30:00
€66.60,2026-03-26 10:45:00
€71.90,2026-03-26 11:00:00
€70.27,2026-03-26 11:15:00
€65.00,2026-03-26 11:30:00
€74.83,2026-03-26 11:45:00
€71.57,2026-03-26 12:00:00
€61.97,2026-03-26 12:15:00
€59.49,2026-03-26 12:30:00
€60.80,2026-03-26 12:45:00
€78.13,2026-03-26 13:00:00
€70.74,2026-03-26 13:15:00
€71.11,2026-03-26 13:30:00
€72.12,2026-03-26 13:45:00
€92.68,2026-03-26 14:00:00
€115.00,2026-03-26 14:15:00
€133.98,2026-03-26 14:30:00
€126.43,2026-03-26 14:45:00
€113.88,2026-03-26 15:00:00
€114.79,2026-03-26 15:15:00
€117.37,2026-03-26 15:30:00
€126.23,2026-03-26 15:45:00
€125.59,2026-03-26 16:00:00
€109.99,2026-03-26 16:15:00
€185.35,2026-03-26 16:30:00
€175.82,2026-03-26 16:45:00
€140.15,2026-03-26 17:00:00
€173.84,2026-03-26 17:15:00
€179.50,2026-03-26 17:30:00
€184.33,2026-03-26 17:45:00
€147.45,2026-03-26 18:00:00
€168.92,2026-03-26 18:15:00
€180.09,2026-03-26 18:30:00
€224.58,2026-03-26 18:45:00
€183.30,2026-03-26 19:00:00
€186.78,2026-03-26 19:15:00
€193.68,2026-03-26 19:30:00
€197.04,2026-03-26 19:45:00
€190.57,2026-03-26 20:00:00
€169.35,2026-03-26 20:15:00
€162.74,2026-03-26 20:30:00
€147.71,2026-03-26 20:45:00
€153.53,2026-03-26 21:00:00
€140.00,2026-03-26 21:15:00
€124.88,2026-03-26 21:30:00
€122.00,2026-03-26 21:45:00
€131.26,2026-03-26 22:00:00
€126.10,2026-03-26 22:15:00
€124.14,2026-03-26 22:30:00
€128.30,2026-03-26 22:45:00
€123.78,2026-03-26 23:00:00
€114.42,2026-03-26 23:15:00
€117.11,2026-03-26 23:30:00
€106.99,2026-03-26 23:45:00
€124.51,2026-03-27 00:00:00
€124.40,2026-03-27 00:15:00
€120.98,2026-03-27 00:30:00
€119.37,2026-03-27 00:45:00
€125.89,2026-03-27 01:00:00
€123.00,2026-03-27 01:15:00
€120.58,2026-03-27 01:30:00
€121.47,2026-03-27 01:45:00
€120.92,2026-03-27 02:00:00
€118.14,2026-03-27 02:15:00
€115.30,2026-03-27 02:30:00
€115.01,2026-03-27 02:45:00
€116.50,2026-03-27 03:00:00
€119.49,2026-03-27 03:15:00
€117.00,2026-03-27 03:30:00
€118.34,2026-03-27 03:45:00
€117.67,2026-03-27 04:00:00
€118.73,2026-03-27 04:15:00
€120.93,2026-03-27 04:30:00
€123.66,2026-03-27 04:45:00
€121.35,2026-03-27 05:00:00
€130.29,2026-03-27 05:15:00
€144.33,2026-03-27 05:30:00
€153.06,2026-03-27 05:45:00
€152.20,2026-03-27 06:00:00
€171.29,2026-03-27 06:15:00
€181.89,2026-03-27 06:30:00
€194.00,2026-03-27 06:45:00
€206.94,2026-03-27 07:00:00
€194.44,2026-03-27 07:15:00
€173.41,2026-03-27 07:30:00
€140.97,2026-03-27 07:45:00
€196.75,2026-03-27 08:00:00
€166.91,2026-03-27 08:15:00
€153.55,2026-03-27 08:30:00
€117.80,2026-03-27 08:45:00
€154.12,2026-03-27 09:00:00
€137.87,2026-03-27 09:15:00
€130.20,2026-03-27 09:30:00
€106.44,2026-03-27 09:45:00
€138.27,2026-03-27 10:00:00
€109.73,2026-03-27 10:15:00
€110.27,2026-03-27 10:30:00
€78.00,2026-03-27 10:45:00
€99.78,2026-03-27 11:00:00
€98.87,2026-03-27 11:15:00
€94.30,2026-03-27 11:30:00
€92.58,2026-03-27 11:45:00
€101.75,2026-03-27 12:00:00
€102.18,2026-03-27 12:15:00
€88.91,2026-03-27 12:30:00
€73.71,2026-03-27 12:45:00
€104.13,2026-03-27 13:00:00
€86.43,2026-03-27 13:15:00
€79.92,2026-03-27 13:30:00
€84.93,2026-03-27 13:45:00
€71.46,2026-03-27 14:00:00
€81.68,2026-03-27 14:15:00
€109.60,2026-03-27 14:30:00
€95.36,2026-03-27 14:45:00
€97.70,2026-03-27 15:00:00
€96.21,2026-03-27 15:15:00
€107.45,2026-03-27 15:30:00
€129.68,2026-03-27 15:45:00
€100.00,2026-03-27 16:00:00
€112.79,2026-03-27 16:15:00
€121.64,2026-03-27 16:30:00
€151.30,2026-03-27 16:45:00
€116.72,2026-03-27 17:00:00
€143.25,2026-03-27 17:15:00
€165.23,2026-03-27 17:30:00
€193.59,2026-03-27 17:45:00
€158.98,2026-03-27 18:00:00
€183.17,2026-03-27 18:15:00
€185.20,2026-03-27 18:30:00
€188.30,2026-03-27 18:45:00
€210.05,2026-03-27 19:00:00
€193.85,2026-03-27 19:15:00
€172.26,2026-03-27 19:30:00
€160.02,2026-03-27 19:45:00
€185.84,2026-03-27 20:00:00
€159.70,2026-03-27 20:15:00
€134.10,2026-03-27 20:30:00
€121.96,2026-03-27 20:45:00
€142.77,2026-03-27 21:00:00
€132.81,2026-03-27 21:15:00
€124.10,2026-03-27 21:30:00
€110.21,2026-03-27 21:45:00
€123.10,2026-03-27 22:00:00
€117.90,2026-03-27 22:15:00
€117.59,2026-03-27 22:30:00
€108.05,2026-03-27 22:45:00
€113.65,2026-03-27 23:00:00
€106.89,2026-03-27 23:15:00
€105.25,2026-03-27 23:30:00
€98.26,2026-03-27 23:45:00
€97.61,2026-03-28 00:00:00
€99.04,2026-03-28 00:15:00
€94.25,2026-03-28 00:30:00
€89.64,2026-03-28 00:45:00
€96.00,2026-03-28 01:00:00
€93.30,2026-03-28 01:15:00
€91.64,2026-03-28 01:30:00
€89.75,2026-03-28 01:45:00
€92.09,2026-03-28 02:00:00
€89.74,2026-03-28 02:15:00
€88.98,2026-03-28 02:30:00
€90.42,2026-03-28 02:45:00
€89.56,2026-03-28 03:00:00
€90.35,2026-03-28 03:15:00
€89.48,2026-03-28 03:30:00
€89.67,2026-03-28 03:45:00
€89.96,2026-03-28 04:00:00
€91.22,2026-03-28 04:15:00
€91.18,2026-03-28 04:30:00
€93.18,2026-03-28 04:45:00
€89.57,2026-03-28 05:00:00
€92.82,2026-03-28 05:15:00
€95.89,2026-03-28 05:30:00
€99.63,2026-03-28 05:45:00
€91.21,2026-03-28 06:00:00
€92.99,2026-03-28 06:15:00
€91.01,2026-03-28 06:30:00
€85.81,2026-03-28 06:45:00
€89.43,2026-03-28 07:00:00
€81.85,2026-03-28 07:15:00
€79.60,2026-03-28 07:30:00
€69.44,2026-03-28 07:45:00
€80.69,2026-03-28 08:00:00
€75.52,2026-03-28 08:15:00
€67.46,2026-03-28 08:30:00
€49.53,2026-03-28 08:45:00
€76.16,2026-03-28 09:00:00
€49.19,2026-03-28 09:15:00
€40.89,2026-03-28 09:30:00
€13.76,2026-03-28 09:45:00
€36.94,2026-03-28 10:00:00
€16.79,2026-03-28 10:15:00
€9.90,2026-03-28 10:30:00
€6.70,2026-03-28 10:45:00
€9.05,2026-03-28 11:00:00
€8.35,2026-03-28 11:15:00
€7.43,2026-03-28 11:30:00
€6.84,2026-03-28 11:45:00
€7.00,2026-03-28 12:00:00
€5.00,2026-03-28 12:15:00
€6.43,2026-03-28 12:30:00
€8.43,2026-03-28 12:45:00
€6.40,2026-03-28 13:00:00
€6.70,2026-03-28 13:15:00
€8.47,2026-03-28 13:30:00
€10.15,2026-03-28 13:45:00
€7.48,2026-03-28 14:00:00
€9.54,2026-03-28 14:15:00
€24.99,2026-03-28 14:30:00
€41.77,2026-03-28 14:45:00
€22.28,2026-03-28 15:00:00
€44.78,2026-03-28 15:15:00
€69.34,2026-03-28 15:30:00
€91.99,2026-03-28 15:45:00
€64.80,2026-03-28 16:00:00
€85.74,2026-03-28 16:15:00
€99.72,2026-03-28 16:30:00
€111.59,2026-03-28 16:45:00
€109.08,2026-03-28 17:00:00
€115.16,2026-03-28 17:15:00
€130.11,2026-03-28 17:30:00
€137.03,2026-03-28 17:45:00
€129.41,2026-03-28 18:00:00
€140.24,2026-03-28 18:15:00
€149.10,2026-03-28 18:30:00
€156.80,2026-03-28 18:45:00
€158.00,2026-03-28 19:00:00
€156.34,2026-03-28 19:15:00
€154.96,2026-03-28 19:30:00
€146.98,2026-03-28 19:45:00
€161.79,2026-03-28 20:00:00
€148.90,2026-03-28 20:15:00
€139.72,2026-03-28 20:30:00
€131.01,2026-03-28 20:45:00
€144.63,2026-03-28 21:00:00
€129.18,2026-03-28 21:15:00
€131.78,2026-03-28 21:30:00
€133.78,2026-03-28 21:45:00
€130.24,2026-03-28 22:00:00
€130.62,2026-03-28 22:15:00
€126.01,2026-03-28 22:30:00
€120.93,2026-03-28 22:45:00
€130.00,2026-03-28 23:00:00
€118.05,2026-03-28 23:15:00
€120.92,2026-03-28 23:30:00
€109.35,2026-03-28 23:45:00
€125.88,2026-03-29 00:00:00
€120.23,2026-03-29 00:15:00
€109.60,2026-03-29 00:30:00
€107.92,2026-03-29 00:45:00
€112.96,2026-03-29 01:00:00
€108.60,2026-03-29 01:15:00
€107.15,2026-03-29 01:30:00
€108.85,2026-03-29 01:45:00
€104.90,2026-03-29 03:00:00
€106.11,2026-03-29 03:15:00
€108.43,2026-03-29 03:30:00
€108.21,2026-03-29 03:45:00
€118.36,2026-03-29 04:00:00
€111.80,2026-03-29 04:15:00
€112.21,2026-03-29 04:30:00
€112.71,2026-03-29 04:45:00
€110.47,2026-03-29 05:00:00
€112.37,2026-03-29 05:15:00
€109.77,2026-03-29 05:30:00
€109.02,2026-03-29 05:45:00
€103.22,2026-03-29 06:00:00
€105.30,2026-03-29 06:15:00
€113.59,2026-03-29 06:30:00
€117.80,2026-03-29 06:45:00
€119.67,2026-03-29 07:00:00
€115.24,2026-03-29 07:15:00
€113.00,2026-03-29 07:30:00
€112.07,2026-03-29 07:45:00
€122.47,2026-03-29 08:00:00
€125.00,2026-03-29 08:15:00
€109.31,2026-03-29 08:30:00
€103.49,2026-03-29 08:45:00
€113.83,2026-03-29 09:00:00
€95.81,2026-03-29 09:15:00
€91.93,2026-03-29 09:30:00
€88.47,2026-03-29 09:45:00
€101.22,2026-03-29 10:00:00
€88.32,2026-03-29 10:15:00
€76.50,2026-03-29 10:30:00
€51.71,2026-03-29 10:45:00
€73.88,2026-03-29 11:00:00
€58.53,2026-03-29 11:15:00
€45.97,2026-03-29 11:30:00
€70.83,2026-03-29 11:45:00
€53.91,2026-03-29 12:00:00
€51.92,2026-03-29 12:15:00
€45.68,2026-03-29 12:30:00
€38.85,2026-03-29 12:45:00
€44.08,2026-03-29 13:00:00
€27.22,2026-03-29 13:15:00
€15.00,2026-03-29 13:30:00
€12.03,2026-03-29 13:45:00
€9.06,2026-03-29 14:00:00
€9.07,2026-03-29 14:15:00
€10.24,2026-03-29 14:30:00
€13.76,2026-03-29 14:45:00
€9.12,2026-03-29 15:00:00
€11.53,2026-03-29 15:15:00
€10.64,2026-03-29 15:30:00
€13.68,2026-03-29 15:45:00
€9.84,2026-03-29 16:00:00
€15.09,2026-03-29 16:15:00
€24.31,2026-03-29 16:30:00
€46.31,2026-03-29 16:45:00
€24.73,2026-03-29 17:00:00
€79.89,2026-03-29 17:15:00
€115.13,2026-03-29 17:30:00
€127.90,2026-03-29 17:45:00
€86.39,2026-03-29 18:00:00
€102.97,2026-03-29 18:15:00
€110.53,2026-03-29 18:30:00
€127.49,2026-03-29 18:45:00
€120.58,2026-03-29 19:00:00
€129.63,2026-03-29 19:15:00
€137.15,2026-03-29 19:30:00
€139.26,2026-03-29 19:45:00
€144.58,2026-03-29 20:00:00
€130.24,2026-03-29 20:15:00
€119.65,2026-03-29 20:30:00
€106.06,2026-03-29 20:45:00
€129.09,2026-03-29 21:00:00
€114.61,2026-03-29 21:15:00
€96.95,2026-03-29 21:30:00
€86.37,2026-03-29 21:45:00
€128.89,2026-03-29 22:00:00
€111.93,2026-03-29 22:15:00
€94.14,2026-03-29 22:30:00
€75.79,2026-03-29 22:45:00
€132.02,2026-03-29 23:00:00
€79.69,2026-03-29 23:15:00
€73.21,2026-03-29 23:30:00
€67.55,2026-03-29 23:45:00
